"","table.x","first_id","desc","category","label","format","year","ISCED_number","ISCED_label","ISCED_desc"
"11235","MÉNAGE","HODIP4","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"11237","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"11238","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"11239","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"11240","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2010,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"11241","MÉNAGE","HODIP5","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"11243","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"11244","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"11245","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"11246","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2010,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"11247","MÉNAGE","HODIP6","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"11249","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"11250","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"11251","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"11252","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2010,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"11253","MÉNAGE","HODIP7","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"11255","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"11256","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"11257","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"11258","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2010,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"11259","MÉNAGE","HODIP8","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"11261","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",2,"CEP, BEPC, CAP, BEP","Categorical",2010,"353","Upper secondary education, Vocational, Level completion, without direct access to tertiary education",NA
"11262","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",3,"Baccalauréat professionnel","Categorical",2010,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"11263","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",4,"Baccalauréat général ou technique","Categorical",2010,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"11264","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",5,"Bac+2 (DEUG, BTS, DUT, ...)","Categorical",2010,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"11265","MÉNAGE","HODIP9","Diplôme le plus élevé du xxème enfant de la personne de référence et/ou de son conjoint, vivant hors domicile (xx = 1 à 12)",6,"Supérieur à bac+2","Categorical",2010,"640, 650","Bachelor's or equivalent level, or more.",NA
"12340","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",1,"Pas de scolarisation, mais alphabétisation, apprentissage du français","Categorical",2010,"010"," Never attended an education programme",NA
"12341","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",2,"Scolarité en école primaire","Categorical",2010,"100","Primary, Including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion.",NA
"12342","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",3,"Scolarité au collège (de la 6è à la 3è)","Categorical",2010,"244","Lower secondary education, General, with direct access to upper Level completion, with direct access to upper secondary education",NA
"12343","MÉNAGE","SCOLACJ","Niveau d'études ou de scolarité atteint par le conjoint, s'il n'a aucun diplôme",4,"Scolarité au-delà du collège","Categorical",2010,"344, 354","Upper secondary education, General, Level completion, with direct access to tertiary education., Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"12345","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",1,"Pas de scolarisation, mais alphabétisation, apprentissage du français","Categorical",2010,"010"," Never attended an education programme",NA
"12346","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",2,"Scolarité en école primaire","Categorical",2010,"100","Primary, Including recognised successful completion of a lower secondary programme insufficient for level completion or partial level completion.",NA
"12347","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",3,"Scolarité au collège (de la 6è à la 3è)","Categorical",2010,"244","Lower secondary education, General, with direct access to upper Level completion, with direct access to upper secondary education",NA
"12348","MÉNAGE","SCOLAPR","Niveau d'études ou de scolarité atteint par la personne de référence, si elle n'a aucun diplôme",4,"Scolarité au-delà du collège","Categorical",2010,"344, 354","Upper secondary education, General, Level completion, with direct access to tertiary education., Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"14382","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",0,"Diplôme non identifié","Categorical",2014,"999","Not elsewhere classified",NA
"14383","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",11,"Doctorats sauf santé","Categorical",2014,"840","Doctoral or equivalent level, Academic, Not further defined",NA
"14384","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",12,"Doctorats de santé","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"14385","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",13,"Ecoles de commerce","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"14386","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",14,"Ecoles d'ingénieur","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"14387","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",15,"DESS, masters professionnels","Categorical",2014,"750","Master’s or equivalent level, Professional, Not further defined",NA
"14388","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",16,"DEA, Magistères, masters recherche","Categorical",2014,"740","Master’s or equivalent level, Academic, Not further defined",NA
"14389","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",21,"Maîtrise, MST, Miage, maîtrise IUP","Categorical",2014,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"14390","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",22,"Licence","Categorical",2014,"640","Bachelor’s or equivalent level, Academic, Not further defined",NA
"14391","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",23,"Licence professionnelle, licence IUP","Categorical",2014,"650","Bachelor’s or equivalent level, Professional, Not further defined",NA
"14392","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",24,"Autres diplômes supérieures (niveau bac +3 et plus)","Categorical",2014,"640, 650","Bachelor’s or equivalent level, Academic, Not further defined., Bachelor’s or equivalent level, Professional, Not further defined",NA
"14393","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",31,"DUT","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"14394","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",32,"BTS","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"14395","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",33,"Deust, DTS, DNTS, DPECF","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"14396","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",34,"Diplômes paramédicaux et sociaux (niveau bac +2)","Categorical",2014,"550","Short-cycle tertiary education, Vocational, Not further defined",NA
"14397","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",35,"Deug","Categorical",2014,"540","Short-cycle tertiary education, General, Not further defined",NA
"14398","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",36,"Autres diplômes niveau technicien supérieur (niveau bac +2)","Categorical",2014,"540, 550","Short-cycle tertiary education, General, Not further defined., Short-cycle tertiary education, Vocational, Not further defined",NA
"14399","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",41,"Capacité en droit, DAEU, ESEU","Categorical",2014,"444","Post-secondary non-tertiary education, General, Level completion, with direct access to tertiary education",NA
"14400","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",42,"Bac général","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"14401","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",43,"Bac technologique","Categorical",2014,"344","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
"14402","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",44,"Baccalauréat professionnel","Categorical",2014,"354","Upper secondary education, Vocational, Level completion, with direct access to tertiary education",NA
"14403","INDIVIDU","DIPDET","Diplôme détaillé le plus élevé",45,"Brevet de technicien, brevet professionnel","Categorical",2014,"344, 353","Upper secondary education, General, Level completion, with direct access to tertiary education",NA
